CUSTOMERID,GENDER,ELDERLY,MARRIED,DEPENDENTS,CLIENT_HOUR,PHONESERVICE,SERVICO_INTERNET,SERVICO_SEGURANCA,TECNICAL_SUPORT,STREAMINGTV,CONTRACT_TYPE,PAYMENTMETHOD,PAYMENT_MONTH,FULL_PAYMENT,CHURN
3082-WQRVY,MALE,1,Yes,No,14,,No,No internet service,No internet service,No internet service,One year,Mailed check,19.65,228.65,No
9553-DLCLU,FEMALE,0,No,Yes,13,,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),88.95,1161.75,No
1641-BYBTK,MALE,0,No,Yes,6,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.2,98.35,No
2460-NGXBJ,MALE,1,Yes,Yes,11,,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),75.2,775.3,No
2446-ZKVAF,MALE,0,Yes,No,18,,DSL,No,No,No,Month-to-month,Credit card (automatic),56.8,1074.65,No
0841-NULXI,MALE,0,No,No,1,,DSL,No,No,No,Month-to-month,Electronic check,35.55,35.55,Yes
3522-CDKHF,FEMALE,0,Yes,No,32,,Fiber optic,Yes,No,No,Month-to-month,Bank transfer (automatic),75.5,2324.7,No
1430-SFQSA,MALE,0,No,No,29,,DSL,Yes,Yes,No,One year,Mailed check,35.6,1072.6,No
0411-EZJZE,FEMALE,0,No,No,3,,DSL,No,No,Yes,Month-to-month,Electronic check,60.25,170.5,No
7851-WZEKY,FEMALE,0,No,No,2,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,95.15,196.9,Yes
8844-TONUD,MALE,0,Yes,Yes,13,,Fiber optic,No,No,Yes,Month-to-month,Mailed check,96.65,1162.85,Yes
8807-ARQET,FEMALE,0,No,No,41,,DSL,No,No,No,Month-to-month,Electronic check,40.35,1677.85,No
8992-CEUEN,FEMALE,0,No,No,1,,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,18.85,18.85,No
4320-QMLLA,MALE,0,No,No,7,,DSL,No,No,Yes,Month-to-month,Mailed check,54.85,370.4,No
8777-PVYGU,FEMALE,0,Yes,No,52,,DSL,Yes,No,Yes,One year,Mailed check,64.3,3410.6,No
8292-ITGYJ,FEMALE,0,Yes,Yes,45,,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),24.65,1138.8,No
6870-ZWMNX,MALE,0,Yes,No,70,,DSL,No,Yes,Yes,Two year,Credit card (automatic),76.1,5264.25,No
0621-CXBKL,FEMALE,0,No,No,53,,No,No internet service,No internet service,No internet service,Two year,Mailed check,18.7,1005.7,No
5268-DSMNQ,FEMALE,1,Yes,No,62,,Fiber optic,No,No,Yes,One year,Credit card (automatic),97.95,5936.55,No
5334-JLAXU,FEMALE,0,Yes,No,60,,Fiber optic,Yes,No,No,Month-to-month,Credit card (automatic),94.1,5475.9,No
4086-YQSNZ,FEMALE,1,Yes,No,3,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,80.4,224.05,Yes
6242-MBHPK,FEMALE,1,Yes,No,23,,Fiber optic,Yes,No,Yes,Month-to-month,Electronic check,95.1,2326.05,No
5868-CZJDR,MALE,0,No,Yes,1,,DSL,No,No,No,Month-to-month,Mailed check,31.35,31.35,Yes
9359-UGBTK,FEMALE,0,No,No,67,,DSL,Yes,Yes,No,One year,Bank transfer (automatic),72.35,4991.5,No
0135-NMXAP,FEMALE,0,No,No,12,,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),89.75,1052.4,Yes
4782-OSFXZ,FEMALE,1,Yes,No,71,,DSL,Yes,Yes,No,Two year,Bank transfer (automatic),82.7,5831.2,No
6479-OAUSD,MALE,0,No,No,25,,No,No internet service,No internet service,No internet service,One year,Credit card (automatic),19.9,510.8,No
7129-ACFOG,FEMALE,0,No,No,5,,DSL,Yes,No,No,Month-to-month,Electronic check,53.8,283.95,No
4189-NAKJS,MALE,0,No,No,26,,DSL,No,No,No,One year,Credit card (automatic),51.55,1295.4,No
5562-BETPV,MALE,0,Yes,Yes,1,,No,No internet service,No internet service,No internet service,One year,Mailed check,19.65,19.65,No
1282-IHQAC,MALE,1,No,No,70,,DSL,No,No,Yes,One year,Credit card (automatic),44.05,3011.65,No
9127-FHJBZ,MALE,0,Yes,Yes,72,,Fiber optic,Yes,Yes,Yes,Two year,Electronic check,114.0,8093.15,No
6270-OMFIW,MALE,0,Yes,No,60,,Fiber optic,No,No,Yes,One year,Electronic check,94.4,5610.25,Yes
1641-RQDAY,FEMALE,1,Yes,Yes,32,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,100.4,3217.65,No
0107-WESLM,MALE,0,No,No,1,,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,19.85,19.85,Yes
6994-ORCWG,FEMALE,0,No,No,14,,DSL,No,No,No,One year,Mailed check,54.25,773.2,No
1346-UFHAX,FEMALE,0,No,No,13,,Fiber optic,Yes,No,No,Month-to-month,Credit card (automatic),80.0,1029.35,No
3992-YWPKO,FEMALE,0,No,No,6,,Fiber optic,No,Yes,Yes,Month-to-month,Credit card (automatic),109.9,669.45,Yes
2933-XEUJM,FEMALE,0,No,No,46,,DSL,Yes,No,Yes,Two year,Mailed check,79.2,3593.8,No
0125-LZQXK,MALE,0,No,No,15,,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,101.35,1553.95,Yes
5461-QKNTN,MALE,1,Yes,No,43,,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,94.3,3953.15,No
4835-YSJMR,MALE,0,No,No,39,,DSL,No,Yes,No,Two year,Bank transfer (automatic),49.8,1971.15,No
8399-YNDCH,MALE,1,No,No,21,,DSL,No,No,Yes,Month-to-month,Bank transfer (automatic),60.05,1236.15,Yes
3164-YAXFY,MALE,0,No,No,57,,DSL,Yes,No,Yes,Month-to-month,Electronic check,53.75,3196.0,No
0887-WBJVH,FEMALE,0,Yes,No,53,,Fiber optic,No,Yes,Yes,One year,Electronic check,93.45,4872.2,No
4660-IRIBM,MALE,0,Yes,Yes,18,,Fiber optic,Yes,No,Yes,Month-to-month,Mailed check,87.9,1500.5,No
5673-FSSMF,FEMALE,0,No,No,1,,DSL,No,No,No,Month-to-month,Electronic check,60.15,60.15,Yes
7670-ZBPOQ,FEMALE,0,Yes,No,58,,DSL,Yes,Yes,No,One year,Bank transfer (automatic),61.05,3478.75,No
8089-UZWLX,FEMALE,1,No,No,71,,Fiber optic,No,No,Yes,Two year,Bank transfer (automatic),104.05,7413.55,No
0080-OROZO,FEMALE,0,No,No,35,,Fiber optic,No,Yes,Yes,One year,Electronic check,99.25,3532.0,No
3916-NRPAP,MALE,0,No,No,3,,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),85.7,256.75,No
6807-SIWJI,MALE,0,No,No,38,,Fiber optic,Yes,No,Yes,One year,Electronic check,104.85,3887.25,No
8221-HVAYI,MALE,0,Yes,Yes,35,,DSL,Yes,Yes,No,Two year,Credit card (automatic),69.15,2490.15,No
1579-KLYDT,MALE,0,No,No,7,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,90.45,593.45,Yes
5232-NXPAY,FEMALE,0,No,No,47,,DSL,No,Yes,Yes,Two year,Mailed check,74.45,3510.3,No
8967-SZQAS,FEMALE,0,No,No,14,,DSL,No,No,No,Month-to-month,Electronic check,50.45,765.45,No
4468-KAZHE,FEMALE,1,Yes,No,20,,DSL,No,No,No,Month-to-month,Electronic check,60.0,1259.35,No
0455-ENTCR,MALE,0,Yes,No,66,,DSL,Yes,Yes,Yes,Two year,Electronic check,85.25,5538.35,No
8944-AILEF,MALE,0,Yes,No,15,,No,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),19.45,340.85,No
5542-NKVRU,FEMALE,0,No,No,42,,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.75,844.45,No
7126-RBHSD,FEMALE,0,Yes,No,17,,Fiber optic,Yes,No,No,Month-to-month,Electronic check,78.9,1348.95,No
5370-IIVVL,MALE,0,No,No,37,,Fiber optic,No,Yes,Yes,One year,Credit card (automatic),104.5,3778.0,No
6789-HJBWG,FEMALE,0,No,No,12,,DSL,No,No,No,Month-to-month,Electronic check,49.4,611.65,No
3927-NLNRY,MALE,0,Yes,No,53,,Fiber optic,No,No,Yes,One year,Bank transfer (automatic),94.25,4867.95,Yes
9087-EYCPR,FEMALE,0,No,No,60,,No,No internet service,No internet service,No internet service,Two year,Mailed check,25.0,1505.05,No
6791-YBNAK,MALE,0,Yes,Yes,18,,DSL,No,No,No,Month-to-month,Credit card (automatic),25.55,467.85,No
6358-LYNGM,MALE,0,No,No,1,,Fiber optic,No,No,No,Month-to-month,Electronic check,74.9,74.9,Yes
6077-BDPXA,FEMALE,0,No,No,3,,Fiber optic,No,No,No,Month-to-month,Electronic check,70.15,194.2,No
0013-MHZWF,FEMALE,0,No,Yes,9,,DSL,No,Yes,Yes,Month-to-month,Credit card (automatic),69.4,571.45,No
5494-HECPR,FEMALE,0,No,No,1,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,80.25,80.25,Yes
8268-YDIXR,MALE,0,Yes,No,56,,Fiber optic,Yes,No,No,One year,Electronic check,93.15,5253.95,No
9824-BEMCV,MALE,0,Yes,Yes,17,,Fiber optic,No,No,No,Month-to-month,Electronic check,69.0,1149.65,Yes
1373-ORVIZ,FEMALE,0,Yes,Yes,11,,DSL,No,Yes,No,Month-to-month,Electronic check,66.35,740.8,Yes
4291-SHSBH,MALE,0,No,No,7,,Fiber optic,No,No,No,Month-to-month,Electronic check,69.55,521.35,No
6980-IMXXE,FEMALE,0,Yes,Yes,69,,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.2,1412.65,No
9866-QEVEE,MALE,0,No,No,19,,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),86.0,1532.45,Yes
9897-KXHCM,FEMALE,0,Yes,Yes,3,,Fiber optic,No,No,No,Month-to-month,Electronic check,80.3,250.05,Yes
0040-HALCW,MALE,0,Yes,Yes,54,,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.4,1090.6,No
0784-GTUUK,MALE,0,Yes,No,62,,No,No internet service,No internet service,No internet service,One year,Credit card (automatic),23.75,1446.8,No
7979-CORPM,MALE,0,No,No,24,,Fiber optic,No,No,Yes,Month-to-month,Credit card (automatic),90.55,2282.55,Yes
2294-DMMUS,FEMALE,0,Yes,Yes,62,,DSL,No,No,Yes,Month-to-month,Credit card (automatic),70.45,4300.45,No
0872-JCPIB,MALE,0,No,No,17,,DSL,Yes,No,No,Month-to-month,Bank transfer (automatic),65.75,1111.2,No
3055-MJDSB,MALE,0,No,No,9,,DSL,No,No,No,Month-to-month,Mailed check,24.6,190.1,No
9091-WTUUY,MALE,0,Yes,Yes,64,,DSL,Yes,Yes,Yes,Two year,Mailed check,69.25,4447.75,No
1618-CFHME,FEMALE,0,No,No,2,,Fiber optic,No,No,No,Month-to-month,Electronic check,75.9,143.35,Yes
3165-HDOEW,MALE,0,Yes,Yes,1,,DSL,No,No,No,Month-to-month,Mailed check,45.85,45.85,Yes
6581-NQCBA,FEMALE,0,Yes,No,16,,DSL,No,Yes,Yes,Month-to-month,Electronic check,49.95,810.2,Yes
7115-IRDHS,FEMALE,0,Yes,No,72,,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),24.65,1830.05,No
8496-DMZUK,MALE,0,No,No,30,,Fiber optic,Yes,No,No,One year,Bank transfer (automatic),90.4,2820.65,No
2040-VZIKE,FEMALE,0,Yes,No,49,,Fiber optic,Yes,No,Yes,Month-to-month,Mailed check,100.85,4847.35,No
9068-VPWQQ,MALE,0,Yes,No,61,,DSL,Yes,Yes,No,Two year,Credit card (automatic),75.35,4729.3,No
0178-SZBHO,MALE,0,Yes,Yes,47,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,87.2,4017.45,No
0384-RVBPI,MALE,0,No,No,20,,DSL,Yes,No,No,Month-to-month,Credit card (automatic),64.4,1398.6,No
1689-MRZQR,MALE,0,Yes,Yes,34,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,78.3,2564.3,Yes
1299-AURJA,FEMALE,0,Yes,Yes,70,,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),24.7,1685.9,No
4525-VZCZG,MALE,0,No,Yes,54,,Fiber optic,Yes,Yes,Yes,One year,Electronic check,105.85,5826.65,No
1543-LLLFT,MALE,1,Yes,No,61,,Fiber optic,No,Yes,Yes,One year,Mailed check,98.3,6066.55,No
5835-BEQEU,MALE,0,No,No,3,,Fiber optic,No,No,No,Month-to-month,Electronic check,76.95,228.4,Yes
2788-CJQAQ,MALE,0,No,No,13,,No,No internet service,No internet service,No internet service,One year,Mailed check,19.45,270.2,No
5565-FILXA,FEMALE,1,No,No,16,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,96.15,1529.2,Yes
0319-QZTCO,FEMALE,0,Yes,Yes,3,,DSL,No,No,Yes,Month-to-month,Credit card (automatic),58.7,168.6,No
2120-SMPEX,MALE,0,No,No,25,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.15,536.35,No
0096-FCPUF,MALE,0,No,No,30,,DSL,Yes,No,No,Month-to-month,Mailed check,64.5,1888.45,No
0668-OGMHD,FEMALE,0,Yes,No,21,,DSL,Yes,No,No,Month-to-month,Electronic check,28.5,629.35,No
5552-ZNFSJ,MALE,0,No,No,1,,DSL,No,No,No,Month-to-month,Electronic check,45.3,45.3,Yes
2223-KAGMX,FEMALE,0,No,No,15,,No,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),19.4,289.3,Yes
6507-ZJSUR,MALE,1,Yes,No,23,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,90.45,2117.25,No
9408-HRXRK,FEMALE,0,Yes,Yes,45,,Fiber optic,Yes,No,Yes,Month-to-month,Electronic check,105.15,4730.9,No
5593-SUAOO,FEMALE,0,Yes,Yes,24,,Fiber optic,No,No,No,One year,Bank transfer (automatic),83.15,2033.05,No
7321-PKUYW,FEMALE,0,No,No,11,,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,90.15,987.95,Yes
2833-SLKDQ,MALE,0,No,No,1,,DSL,No,No,No,Month-to-month,Mailed check,45.05,45.05,Yes
6766-HFKLA,FEMALE,0,Yes,No,56,,Fiber optic,No,Yes,Yes,Two year,Bank transfer (automatic),103.2,5744.35,No
7595-EUIVN,FEMALE,0,No,No,1,,Fiber optic,No,No,No,Month-to-month,Electronic check,75.8,75.8,Yes
7617-EYGLW,MALE,0,No,No,1,,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,19.45,19.45,No
2026-TGDHM,FEMALE,0,No,No,7,,Fiber optic,No,No,No,Month-to-month,Electronic check,79.3,523.15,Yes
9220-ZNKJI,FEMALE,1,Yes,No,55,,Fiber optic,No,Yes,Yes,Two year,Credit card (automatic),88.8,4805.3,No
4030-VPZBD,FEMALE,0,No,No,2,,DSL,No,Yes,No,Month-to-month,Electronic check,30.9,59.05,Yes
2226-ICFDO,FEMALE,0,Yes,Yes,72,,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),85.9,6110.75,No
0723-VSOBE,FEMALE,1,No,No,45,,DSL,No,No,No,One year,Electronic check,34.2,1596.6,No
5529-GIBVH,FEMALE,0,No,No,47,,No,No internet service,No internet service,No internet service,Two year,Mailed check,20.15,1046.2,No
4187-CINZD,FEMALE,1,No,No,46,,Fiber optic,No,No,Yes,One year,Credit card (automatic),95.25,4424.2,Yes
9992-UJOEL,MALE,0,No,No,2,,DSL,No,No,No,Month-to-month,Mailed check,50.3,92.75,No
4741-WWJQZ,FEMALE,0,Yes,No,2,,Fiber optic,Yes,Yes,No,Month-to-month,Electronic check,80.15,194.55,No
6625-UTXEW,FEMALE,0,Yes,No,12,,DSL,No,No,No,Month-to-month,Electronic check,51.25,612.1,No
6818-WOBHJ,FEMALE,1,Yes,No,68,,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),89.6,6127.6,Yes
6244-BESBM,MALE,0,Yes,Yes,69,,Fiber optic,No,Yes,Yes,Two year,Credit card (automatic),95.2,6671.7,No
1004-NOZNR,MALE,1,No,Yes,56,,Fiber optic,Yes,No,Yes,One year,Credit card (automatic),94.8,5264.3,No
1251-STYSZ,FEMALE,1,No,No,4,,Fiber optic,Yes,No,No,Month-to-month,Electronic check,80.25,303.7,No
2612-PHGOX,MALE,0,Yes,No,64,,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),76.1,4818.8,No
2408-TZMJL,MALE,0,Yes,No,59,,Fiber optic,Yes,No,Yes,One year,Electronic check,110.15,6448.05,Yes
8480-PPONV,MALE,0,Yes,Yes,62,,Fiber optic,Yes,Yes,Yes,Two year,Bank transfer (automatic),115.55,7159.05,No
8780-IHCRN,MALE,0,Yes,Yes,63,,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),24.65,1574.5,No
4598-ZADCK,FEMALE,0,No,No,53,,DSL,Yes,Yes,Yes,One year,Electronic check,53.6,2879.2,No
1257-SXUXQ,MALE,0,Yes,Yes,5,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.45,86.05,No
9681-KYGYB,MALE,1,Yes,No,49,,Fiber optic,Yes,No,No,Month-to-month,Electronic check,88.2,4159.45,No
7182-OVLBJ,FEMALE,0,Yes,Yes,62,,Fiber optic,Yes,No,Yes,Two year,Bank transfer (automatic),101.15,6638.35,No
5095-ETBRJ,FEMALE,0,Yes,No,55,,DSL,Yes,Yes,No,Two year,Mailed check,56.8,3112.05,No
7005-CYUIL,FEMALE,1,Yes,No,71,,Fiber optic,Yes,Yes,Yes,Two year,Electronic check,99.4,7168.25,No
4821-WQOYN,FEMALE,0,Yes,Yes,72,,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.1,1326.25,No
4730-AWNAU,MALE,0,Yes,Yes,36,,DSL,Yes,Yes,Yes,One year,Credit card (automatic),60.7,2234.55,No
3452-FLHYD,MALE,0,Yes,No,25,,No,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),20.95,495.15,No
2388-LAESQ,FEMALE,1,Yes,No,72,,Fiber optic,Yes,Yes,Yes,Two year,Bank transfer (automatic),114.85,8317.95,No
9531-NSBMR,FEMALE,0,No,No,36,,No,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),19.25,679.8,No
6260-ONULR,MALE,0,No,No,1,,DSL,No,No,Yes,Month-to-month,Mailed check,62.8,62.8,No
4389-UEFCZ,FEMALE,0,Yes,No,72,,Fiber optic,Yes,No,Yes,Two year,Electronic check,105.5,7544.0,No
8711-LOBKY,MALE,0,Yes,Yes,59,,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.85,1188.25,No
9134-CEQMF,MALE,1,Yes,No,7,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,89.5,676.7,Yes
8985-OOPOS,FEMALE,0,No,No,1,,DSL,No,Yes,Yes,One year,Credit card (automatic),74.1,74.1,No
8800-ZKRFW,FEMALE,0,Yes,Yes,30,,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,107.5,3242.5,No
2616-FLVQC,MALE,0,No,No,64,,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.55,1240.15,No
9968-FFVVH,MALE,0,No,No,63,,DSL,Yes,Yes,No,One year,Bank transfer (automatic),68.8,4111.35,No
3108-PCCGG,MALE,1,Yes,No,72,,DSL,Yes,No,Yes,Two year,Credit card (automatic),84.45,5899.85,No
7993-PYKOF,MALE,0,Yes,No,8,,Fiber optic,Yes,No,No,Month-to-month,Electronic check,75.0,632.95,Yes
8390-FESFV,FEMALE,0,No,No,62,,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),84.5,5193.2,No
3022-BEXHZ,MALE,0,Yes,Yes,67,,Fiber optic,No,Yes,Yes,Two year,Bank transfer (automatic),111.2,7530.8,No
5027-XWQHA,MALE,0,No,No,6,,DSL,No,No,No,Month-to-month,Electronic check,44.75,270.95,Yes
6248-TKCQV,FEMALE,0,Yes,Yes,70,,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),80.6,5460.2,No
6729-GDNGC,FEMALE,1,No,No,20,,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),80.7,1614.2,No
6198-ZFIOJ,FEMALE,0,No,No,5,,Fiber optic,No,No,No,Month-to-month,Electronic check,75.6,402.5,No
5989-OMNJE,FEMALE,0,Yes,Yes,24,,DSL,Yes,No,Yes,One year,Electronic check,57.6,1367.75,No
4566-QVRRW,FEMALE,0,Yes,No,11,,DSL,No,No,No,Month-to-month,Electronic check,44.05,483.7,Yes
1291-CUOCY,MALE,0,Yes,No,72,,Fiber optic,No,Yes,Yes,Two year,Credit card (automatic),110.6,7962.2,No
9795-SHUHB,FEMALE,0,Yes,Yes,66,,DSL,Yes,Yes,No,Two year,Credit card (automatic),58.2,3810.8,No
3230-IUALN,FEMALE,0,Yes,Yes,45,,DSL,Yes,Yes,Yes,Two year,Mailed check,81.0,3533.6,No
0042-RLHYP,FEMALE,0,Yes,Yes,69,,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.7,1396.9,No
8519-IMDHU,MALE,1,Yes,No,15,,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),85.6,1345.55,Yes
4945-RVMTE,FEMALE,0,No,No,28,,DSL,No,No,Yes,Month-to-month,Bank transfer (automatic),59.55,1646.45,No
0201-OAMXR,FEMALE,0,No,No,70,,Fiber optic,Yes,Yes,Yes,One year,Credit card (automatic),115.55,8127.6,Yes
1866-NXPSP,FEMALE,0,No,No,36,,DSL,Yes,Yes,No,One year,Mailed check,75.55,2680.15,No
3372-KWFBM,MALE,1,No,No,16,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,86.6,1281.0,Yes
7831-QGOXH,FEMALE,0,No,No,18,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,85.2,1553.9,Yes
6393-WRYZE,FEMALE,0,Yes,No,34,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,97.65,3207.55,Yes
3941-XTSKM,MALE,0,Yes,Yes,42,,DSL,No,No,No,One year,Credit card (automatic),45.1,2049.05,No
1661-CZBAU,MALE,0,No,No,48,,DSL,Yes,Yes,No,One year,Bank transfer (automatic),70.95,3629.2,No
6599-RCLCJ,MALE,0,Yes,No,47,,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,109.55,5124.55,Yes
9831-BPFRI,FEMALE,0,Yes,Yes,39,,Fiber optic,No,Yes,No,One year,Electronic check,89.55,3474.45,Yes
5158-RIVOP,FEMALE,0,Yes,Yes,11,,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.9,202.3,No
9788-YTFGE,MALE,0,No,No,7,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.95,147.5,No
9277-JOOMO,FEMALE,0,No,No,3,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,24.6,86.35,No
1907-YLNYW,MALE,0,No,No,8,,DSL,Yes,No,No,Month-to-month,Electronic check,66.7,579.0,No
1725-MIMXW,MALE,0,No,Yes,1,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.45,19.45,Yes
8947-YRTDV,MALE,0,Yes,Yes,32,,Fiber optic,Yes,No,No,One year,Mailed check,94.8,3131.55,No
3161-ONRWK,MALE,0,Yes,Yes,60,,DSL,Yes,Yes,No,One year,Bank transfer (automatic),65.85,3928.3,No
0114-RSRRW,FEMALE,0,Yes,No,10,,No,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),19.95,187.75,No
4565-NLZBV,FEMALE,0,Yes,No,71,,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),24.65,1710.15,No
0031-PVLZI,FEMALE,0,Yes,Yes,4,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.35,76.35,Yes
7206-GZCDC,FEMALE,1,No,No,1,,Fiber optic,No,No,No,Month-to-month,Electronic check,69.25,69.25,Yes
6682-VCIXC,FEMALE,0,Yes,Yes,43,,DSL,Yes,Yes,Yes,One year,Bank transfer (automatic),51.25,2151.6,No
4791-QRGMF,MALE,0,Yes,No,59,,Fiber optic,No,No,Yes,One year,Bank transfer (automatic),99.5,5961.1,Yes
6475-VHUIZ,FEMALE,0,Yes,No,23,,DSL,No,Yes,No,Month-to-month,Electronic check,54.25,1221.55,No
3910-MRQOY,FEMALE,0,Yes,No,72,,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.4,1496.45,No
0661-WCQNQ,MALE,0,Yes,No,22,,DSL,Yes,Yes,No,One year,Credit card (automatic),56.25,1292.2,No
7537-RBWEA,FEMALE,0,No,No,1,,DSL,No,No,No,Month-to-month,Mailed check,25.15,25.15,No
4656-CAURT,MALE,0,No,No,69,,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),23.95,1713.1,No
0121-SNYRK,MALE,0,No,No,50,,DSL,Yes,Yes,No,One year,Mailed check,35.4,1748.9,No
1768-ZAIFU,FEMALE,1,No,No,1,,DSL,No,No,No,Month-to-month,Electronic check,25.2,25.2,Yes
4671-LXRDQ,MALE,0,No,No,2,,DSL,No,No,No,Month-to-month,Mailed check,45.0,96.45,Yes
3733-LSYCE,FEMALE,0,Yes,No,15,,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),75.35,1114.55,No
6265-FRMTQ,MALE,0,No,No,31,,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.4,609.1,No
1934-SJVJK,MALE,0,No,No,1,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.15,20.15,Yes
3838-OZURD,MALE,0,Yes,No,66,,Fiber optic,No,No,Yes,Month-to-month,Credit card (automatic),105.0,7133.25,Yes
1371-DWPAZ,FEMALE,0,Yes,Yes,0,,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),56.05,56.05,No
9269-CQOOL,MALE,0,No,Yes,3,,DSL,No,No,Yes,Month-to-month,Credit card (automatic),54.7,169.45,Yes
2017-CCBLH,FEMALE,0,No,No,8,,No,No internet service,No internet service,No internet service,Two year,Mailed check,20.0,141.6,No
7690-KPNCU,MALE,0,Yes,Yes,64,,DSL,Yes,No,Yes,One year,Credit card (automatic),73.05,4688.65,No
0536-BGFMZ,FEMALE,0,Yes,No,28,,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.5,563.05,No
2293-IJWPS,FEMALE,0,Yes,No,57,,Fiber optic,No,No,Yes,One year,Credit card (automatic),100.75,5985.0,No
2845-HSJCY,FEMALE,0,Yes,Yes,14,,Fiber optic,No,No,No,Month-to-month,Electronic check,87.25,1258.6,Yes
5469-NUJUR,MALE,0,No,No,19,,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.95,373.5,No
1184-PJVDB,MALE,0,Yes,No,10,,Fiber optic,No,No,Yes,Month-to-month,Electronic check,79.95,857.2,Yes
2625-TRCZQ,FEMALE,0,Yes,No,51,,DSL,No,No,Yes,Month-to-month,Electronic check,49.65,2553.35,No
4102-HLENU,FEMALE,0,Yes,No,67,,DSL,Yes,No,No,Two year,Mailed check,65.65,4322.85,No
7266-GSSJX,MALE,0,Yes,Yes,11,,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,20.45,250.8,No
7722-VJRQD,MALE,0,Yes,Yes,72,,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),60.95,4549.05,No
7073-QETQY,MALE,0,Yes,Yes,66,,No,No internet service,No internet service,No internet service,One year,Electronic check,20.35,1359.5,No
9415-DPEWS,FEMALE,0,No,No,18,,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,88.35,1639.3,Yes
5624-RYAMH,FEMALE,0,No,No,9,,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,19.5,178.85,No
